3.000000000000000000e+01	-2.976962325509008167e+01	-2.128215177592813134e+01
3.000000000000000000e+01	-2.381569860407206463e+01	-2.128215177592813134e+01
3.000000000000000000e+01	-1.786177395305404758e+01	-2.128215177592813134e+01
3.000000000000000000e+01	-1.190784930203603409e+01	-2.128215177592813134e+01
3.000000000000000000e+01	-5.953924651018017045e+00	-2.128215177592813134e+01
3.000000000000000000e+01	0.000000000000000000e+00	-2.128215177592813134e+01
3.000000000000000000e+01	5.953924651018013492e+00	-2.128215177592813134e+01
3.000000000000000000e+01	1.190784930203603409e+01	-2.128215177592813134e+01
3.000000000000000000e+01	1.786177395305404758e+01	-2.128215177592813134e+01
3.000000000000000000e+01	2.381569860407206107e+01	-2.128215177592813134e+01
3.000000000000000000e+01	2.976962325509008167e+01	-2.128215177592813134e+01
3.000000000000000000e+01	-2.706329386826371319e+01	-1.596161383194609940e+01
3.000000000000000000e+01	-2.110936921724569615e+01	-1.596161383194609940e+01
3.000000000000000000e+01	-1.515544456622767555e+01	-1.596161383194609940e+01
3.000000000000000000e+01	-9.201519915209662059e+00	-1.596161383194609940e+01
3.000000000000000000e+01	-3.247595264191645903e+00	-1.596161383194609940e+01
3.000000000000000000e+01	2.706329386826371142e+00	-1.596161383194609940e+01
3.000000000000000000e+01	8.660254037844385522e+00	-1.596161383194609940e+01
3.000000000000000000e+01	1.461417868886240612e+01	-1.596161383194609940e+01
3.000000000000000000e+01	2.056810333988041606e+01	-1.596161383194609940e+01
3.000000000000000000e+01	2.652202799089842955e+01	-1.596161383194609940e+01
3.000000000000000000e+01	3.247595264191645015e+01	-1.596161383194609940e+01
3.000000000000000000e+01	-2.976962325509008167e+01	-1.064107588796406567e+01
3.000000000000000000e+01	-2.381569860407206463e+01	-1.064107588796406567e+01
3.000000000000000000e+01	-1.786177395305404758e+01	-1.064107588796406567e+01
3.000000000000000000e+01	-1.190784930203603409e+01	-1.064107588796406567e+01
3.000000000000000000e+01	-5.953924651018017045e+00	-1.064107588796406567e+01
3.000000000000000000e+01	0.000000000000000000e+00	-1.064107588796406567e+01
3.000000000000000000e+01	5.953924651018013492e+00	-1.064107588796406567e+01
3.000000000000000000e+01	1.190784930203603409e+01	-1.064107588796406567e+01
3.000000000000000000e+01	1.786177395305404758e+01	-1.064107588796406567e+01
3.000000000000000000e+01	2.381569860407206107e+01	-1.064107588796406567e+01
3.000000000000000000e+01	2.976962325509008167e+01	-1.064107588796406567e+01
3.000000000000000000e+01	-2.706329386826371319e+01	-5.320537943982031948e+00
3.000000000000000000e+01	-2.110936921724569615e+01	-5.320537943982031948e+00
3.000000000000000000e+01	-1.515544456622767555e+01	-5.320537943982031948e+00
3.000000000000000000e+01	-9.201519915209662059e+00	-5.320537943982031948e+00
3.000000000000000000e+01	-3.247595264191645903e+00	-5.320537943982031948e+00
3.000000000000000000e+01	2.706329386826371142e+00	-5.320537943982031948e+00
3.000000000000000000e+01	8.660254037844385522e+00	-5.320537943982031948e+00
