RH50_0deg_O_scan1_2.Analysis-Filter
"BaryCenterX","BaryCenterY","BaryCenterZ","EqDiameter","OrientationPhi","OrientationTheta","Volume3d","Anisotropy","AspectRatio","index"
121.25,1023.55,17.55,1.89625,68.4106,165.754,3.57012,0.910956,0,1842
603.256,1322.23,19.0196,3.64063,62.4882,171.804,25.2655,0.934441,0,1846
587.291,160.684,58.641,22.7519,68.2149,96.0528,6166.7,0.999222,0,1847
632.731,792.241,57.5328,23.756,72.6631,84.7022,7019.69,0.998417,0,1850
1053.99,730.396,140.287,23.6792,10.0678,63.6439,6951.86,0.999512,0,1851
428.35,914.117,17.3333,1.16311,65.7147,155.531,0.823875,1.09869,0,1856
864.5,1233.05,17.225,1.01607,0,90,0.54925,1,0,1857
696.015,239.566,18.4505,3.69265,70.1314,72.2748,26.364,0.943592,0,1859
751.725,332.475,17.875,1.01607,54.7356,45,0.54925,1,0,1860
1120.61,353.701,19.7466,4.50226,65.5658,84.5768,47.7847,0.817618,0,1861
1080.1,355.385,24.6922,10.1573,54.2754,54.911,548.701,0.747474,0,1862
1229.21,518.679,17.9903,2.53338,89.7218,58.7708,8.51337,0.944351,0,1865
1105.06,522.985,49.5212,14.5839,5.43987,62.9937,1624.13,0.994418,0,1866
1198.56,784.129,19.1559,2.07362,24.4408,66.8432,4.66862,0.90613,0,1870
76.1441,802.828,21.7867,7.33689,78.1854,176.283,206.793,0.739263,0,1872
775.972,131.341,131.23,24.2981,4.99966,44.6887,7511.27,0.999251,0,1877
601.216,371.058,37.9403,28.7938,84.0018,89.4796,12499.6,0.999323,0,1878
1070.83,406.935,21.3095,2.68729,43.7814,66.8493,10.1611,0.915888,0,1880
1242.09,477.885,21.2906,3.81665,87.3129,151.428,29.1102,0.772931,0,1881
1171.94,740.602,189.933,31.1711,3.23381,110.335,15858.2,0.999574,0,1885
599.016,1288.21,35.2506,16.2571,64.6933,92.9952,2249.73,0.984178,0,1891
488.8,1279.2,18.525,1.01607,0,90,0.54925,1,0,1892
404.95,329.478,19.7167,1.6775,20.219,89.9369,2.47162,1.00001,0,1894
658.45,529.49,19.37,1.37902,20.9194,87.4714,1.37312,1.00378,0,1899
446.597,613.678,21.9336,4.03228,37.5621,53.6459,34.3281,0.768461,0,1901
109.291,693.234,20.553,4.28493,86.2672,89.6298,41.1937,0.887405,0,1902
690.3,719.875,18.85,1.01607,90,90,0.54925,1,0,1903
583.709,1186.74,21.9175,4.2465,32.6663,58.3749,40.0952,0.865821,0,1906
708.865,119.759,21.2122,2.78083,51.455,56.3384,11.2596,0.937263,0,1907
1074.45,272.35,19.825,1.01607,0,90,0.54925,1,0,1910
677.234,661.952,148.033,44.4233,73.4093,93.2553,45901.9,0.997397,0,1912
590.305,589.66,56.3126,16.9221,67.6637,74.4889,2537.26,0.999555,0,1913
899.6,216.369,20.8,1.61291,56.5125,62.9877,2.197,0.867986,0,1922
583.05,395.85,20.15,1.16311,90,90,0.823875,1,0,1923
676.15,603.467,22.4833,2.73486,87.3909,89.4938,10.7104,0.942458,0,1924
320.502,702.26,21.892,2.35809,59.401,124.558,6.86562,0.989894,0,1926
334.203,959.472,23.9468,3.20893,4.76683,103.024,17.3014,0.984151,0,1931
482.95,1115.07,20.15,1.28017,90,90,1.0985,1,0,1935
917.434,1133.5,22.3641,2.56034,19.535,88.8576,8.788,0.905287,0,1936
268.616,1146.81,26.0935,4.31331,18.9184,49.578,42.0176,0.954707,0,1937
393.811,1164.66,24.3206,12.2723,85.6853,81.0663,967.778,0.965713,0,1938
774.588,60.6375,230.841,29.3311,4.8985,83.2467,13212.5,0.998909,0,1943
1155.05,427.05,21.45,1.16311,0,90,0.823875,1,0,1946
358.687,572.848,23.0185,2.88957,19.2846,90.4913,12.6327,0.945176,0,1948
92.95,872.907,21.3633,1.98889,74.086,170.233,4.11937,0.986206,0,1955
509.812,906.051,26.851,7.23145,37.8568,155.108,198.005,0.781345,0,1956
495.693,957.253,24.2368,6.4348,48.2596,112.625,139.509,0.587848,0,1957
926.328,1255.41,22.282,2.97101,77.8594,90.9693,13.7312,0.938707,0,1961
642.096,1306.63,35.5061,13.2489,60.9206,92.0372,1217.69,0.988232,0,1962
579.364,34.3519,30.5378,15.6528,80.3378,96.3589,2008.06,0.989066,0,1964
1124.91,446.867,24.2372,4.03228,22.4421,62.7653,34.3281,0.803015,0,1974
747.207,710.619,79.7064,18.2662,27.457,127.879,3191.14,0.998595,0,1976
796.642,896.474,23.0176,3.29167,69.4768,53.087,18.6745,0.861719,0,1980
849.413,968.89,23.4821,3.67978,55.8338,118.375,26.0894,0.813265,0,1981
673.374,1004.54,22.542,2.35809,73.8652,104.219,6.86562,0.860907,0,1982
545.591,324.127,25.3036,3.32363,88.6101,112.854,19.2237,0.932618,0,1985
168.295,594.363,24.1606,2.91036,10.1092,66.4389,12.9074,0.968491,0,1987
131.004,998.02,151.079,24.4414,13.6755,70.0857,7645.01,0.999572,0,1990
674.814,1019.11,28.5356,8.80836,45.6405,88.4029,357.836,0.817694,0,1991
591.484,1281.97,50.6018,17.2468,55.1181,79.6944,2686.11,0.996023,0,1992
406.25,73.45,23.075,1.01607,0,90,0.54925,1,0,1996
667.126,172.646,24.4598,2.88957,57.395,47.1345,12.6327,0.905065,0,1998
454.553,193.862,25.1266,4.06428,62.4951,138.9,35.152,0.772973,0,1999
832.018,526.84,168.319,29.9749,17.9656,83.6327,14101.7,0.999314,0,2002
1277.14,489.883,23.7792,1.84632,77.9162,159.797,3.2955,0.989488,0,2003
1294.15,640.51,23.53,1.37902,45.3012,77.9638,1.37312,1.01407,0,2008
714.33,728.788,24.2076,2.58673,88.8811,90.1124,9.06262,1.00314,0,2010
200.673,746.023,23.2818,1.79354,71.8557,146.617,3.02087,0.936464,0,2012
671.125,750.75,22.75,1.28017,90,58.2825,1.0985,1,0,2013
821.968,980.004,25.5456,3.89888,41.7784,170.805,31.0326,0.9715,0,2016
918.002,1270.55,26.7573,4.76288,86.2728,94.5826,56.5727,0.822764,0,2017
675.35,607.967,23.8333,1.16311,51.3913,86.8092,0.823875,1.00606,0,2021
859.123,617.884,24.7591,2.25972,89.5485,49.0141,6.04175,0.953277,0,2022
69.1167,622.05,23.6167,1.16311,44.881,179.37,0.823875,1.00008,0,2023
124.268,673.636,23.9909,1.79354,53.2856,138.484,3.02087,0.931303,0,2026
1036.12,871.225,365.39,35.8798,9.8343,86.0378,24185.1,0.999641,0,2029
1071.85,404.625,24.05,1.01607,90,90,0.54925,1,0,2033
1207.7,421.2,24.375,1.01607,0,90,0.54925,1,0,2034
672.75,673.725,24.05,1.01607,90,90,0.54925,1,0,2036
597.45,833,24.05,1.89625,89.9979,72.2931,3.57012,1,0,2038
1293.38,643.323,25.1727,1.79354,83.3962,148.61,3.02087,0.979751,0,2051
977.836,721.707,26.0591,2.25972,44.5624,45.1773,6.04175,0.974546,0,2052
1262.3,772.2,25.35,1.28017,45,180,1.0985,1,0,2055
1013.46,1200.29,80.2608,19.9607,6.12036,86.376,4164.14,0.995179,0,2065
370.928,547.141,26.8878,2.78083,67.0024,128.818,11.2596,0.865682,0,2069
634.508,681.2,25.7833,1.46543,74.3656,99.099,1.64775,0.986297,0,2071
173.821,743.438,26.2167,1.84632,62.6235,107.503,3.2955,0.979876,0,2072
612.26,900.572,70.7734,25.1718,74.1567,100.924,8351.07,0.999771,0,2073
1084.2,228.475,26.325,1.01607,45,90,0.54925,1,0,2082
439.267,327.308,28.375,3.44571,28.5088,75.666,21.4207,0.790005,0,2083
1306.5,749.45,27.3,1.98889,0,90,4.11937,1,0,2086
675.35,771.225,26,1.01607,90,90,0.54925,1,0,2087
934.7,799.11,26.39,1.37902,41.5044,91.9494,1.37312,1.00393,0,2088
878.966,874.347,26.6638,2.91036,69.584,128.661,12.9074,0.84646,0,2090
245.05,459.875,26.65,1.01607,90,90,0.54925,1,0,2105
672.1,691.167,27.0833,1.16311,38.8152,98.0805,0.823875,1.04292,0,2108
580.274,1054.35,28.3957,3.32363,49.0046,87.6504,19.2237,0.864463,0,2113
661.011,7.64229,32.3367,8.77897,62.6064,76.6172,354.266,0.821396,0,2115
682.859,216.532,81.2468,28.8193,76.4984,93.6317,12532.8,0.999649,0,2116
358.8,575.033,27.5167,1.16311,38.0275,91.9129,0.823875,1.00388,0,2119
513.933,703.408,28.275,1.46543,28.6653,112.711,1.64775,0.967409,0,2121
1071.46,1074.83,89.2528,19.8037,46.1435,136.661,4066.65,0.999265,0,2124
378.455,90.1488,30.2095,2.80326,22.9944,128.197,11.5342,0.853583,0,2127
588.25,397.475,27.95,1.01607,90,90,0.54925,1,0,2129
1168.05,847.6,28.275,1.01607,0,90,0.54925,1,0,2132
1260.93,938.762,28.925,2.18906,66.5858,58.0324,5.4925,0.936532,0,2134
669.428,1034.08,29.0333,1.6775,66.0546,94.3438,2.47162,1.00482,0,2138
229.18,1159.89,48.1861,11.8293,3.52072,90.6119,866.716,0.994727,0,2139
700.448,253.81,30.3851,3.27546,78.4916,83.2705,18.3999,0.769352,0,2144
447.982,362.922,59.8694,18.635,65.4157,120.307,3388.32,0.998819,0,2147
349.7,393.9,28.925,1.01607,0,90,0.54925,1,0,2148
624.754,450.195,30.4687,3.08539,73.3822,117.118,15.379,0.937979,0,2149
550.727,734.765,70.9114,20.1196,64.239,69.9122,4264.38,0.999347,0,2153
659.75,795.275,28.6,1.01607,90,90,0.54925,1,0,2156
796.289,915.505,49.227,14.9831,9.12755,132.8,1761.17,0.973974,0,2157
606.603,1190,29.3647,2.07362,84.264,141.27,4.66862,0.85972,0,2160
1017.09,1212.94,31.1594,2.03214,34.3584,85.0644,4.394,0.985814,0,2161
52.3824,786.576,30.0147,2.07362,69.4251,111.159,4.66862,0.923377,0,2167
828.1,949.217,29.6833,1.16311,29.9559,100.945,0.823875,1.12515,0,2170
670.15,1031.55,29.575,1.01607,0,90,0.54925,1,0,2171
488.8,63.7,29.9,1.16311,90,90,0.823875,1,0,2173
967.154,72.485,39.6799,5.55034,4.40537,146.803,89.5277,0.985501,0,2174
258.723,225.977,216.32,21.9535,24.373,90.3079,5540.01,0.99992,0,2176
531.944,184.6,31.2,1.61291,56.4503,101.51,2.197,0.947568,0,2177
1091.35,210.6,30.225,1.01607,0,90,0.54925,1,0,2179
597.302,898.552,76.53,22.042,66.1342,67.746,5607.29,0.999021,0,2188
682.881,1093.01,33.0379,3.12169,23.2988,131.013,15.9282,0.913758,0,2190
1026.35,1093.95,30.225,1.01607,0,90,0.54925,1,0,2191
365.083,1158.52,31.7333,2.73486,36.1467,97.0179,10.7104,0.852198,0,2192
897.65,374.79,31.59,1.37902,37.2178,88.6307,1.37312,1.00238,0,2197
666.157,641.271,30.9214,1.54269,74.2756,83.8788,1.92237,1.012,0,2200
661.072,735.302,31.5683,2.50585,67.4363,70.8255,8.23875,0.951879,0,2201
678.983,853.021,111.182,23.111,50.4152,129.158,6463.3,0.99956,0,2202
674.05,885.3,30.55,1.16311,90,90,0.823875,1,0,2204
987.573,892.379,32.3781,3.22582,68.6536,44.5696,17.576,0.812295,0,2205
629.85,8.125,31.2,1.01607,90,90,0.54925,1,0,2206
1093.65,474.183,34.9708,4.43217,32.7494,101.267,45.5877,0.76339,0,2211
672.936,645.45,31.2929,1.54269,82.3902,85.7043,1.92237,0.999746,0,2213
860.6,680.225,31.2,1.01607,90,90,0.54925,1,0,2216
661.7,687.375,31.2,1.01607,90,90,0.54925,1,0,2217
590.344,911.563,79.1273,18.0376,61.7293,71.215,3072.78,0.999612,0,2221
656.974,126.594,37.9609,21.377,89.8708,80.8993,5114.89,0.998554,0,2223
640.042,20.124,32.006,2.35809,84.142,75.0093,6.86562,0.986129,0,2224
871.691,136.689,195.934,28.3163,8.39067,167.785,11888,0.999654,0,2225
580.45,273,32.175,1.01607,0,90,0.54925,1,0,2226
386.809,334.573,32.4409,1.79354,53.0284,127.019,3.02087,0.862252,0,2227
67.4194,788.269,33.8181,2.66286,50.2957,87.6545,9.8865,0.946492,0,2234
826,1017.95,33.55,1.89625,40.3997,73.2327,3.57012,0.976476,0,2236
1084.85,1101.75,32.825,1.28017,0,90,1.0985,1,0,2238
869.7,1211.27,31.85,1.01607,90,90,0.54925,1,0,2239
589.937,1315.35,35.7849,9.09207,79.0458,89.9404,393.538,0.869989,0,2240
816.237,33.1906,34.5922,2.56034,41.854,88.7042,8.788,0.950435,0,2241
645.06,44.46,33.02,1.37902,56.519,56.7556,1.37312,0.761375,0,2242
110.438,320.75,35.1226,3.92175,78.126,89.5898,31.5819,0.92028,0,2247
218.01,510.25,33.02,1.37902,89.3061,72.6728,1.37312,0.992159,0,2248
671.938,650.812,32.5,1.28017,90,43.4101,1.0985,1,0,2251
1047.32,820.603,246.079,25.1704,10.1701,91.2376,8349.7,0.999893,0,2254
587.523,994.448,76.7313,22.9282,70.8828,94.5282,6311.16,0.999668,0,2255
1279.47,889.677,34.0078,4.25618,73.487,134.067,40.3699,0.87863,0,2256
1173.74,936.162,35.0819,2.66286,80.58,63.1984,9.8865,0.979796,0,2257
335.639,1222.98,63.51,15.8557,36.8705,86.3194,2087.15,0.983895,0,2259
936.461,111.824,35.8445,3.06691,17.5097,44.9639,15.1044,0.821229,0,2262
156.754,505.823,136.201,23.5671,26.718,104.213,6853.54,0.999398,0,2266
799.5,490.1,33.475,1.01607,0,90,0.54925,1,0,2268
64.8824,530.707,36.1668,5.4872,81.5678,99.5808,86.5069,0.88119,0,2270
593.171,572.929,33.3357,1.54269,68.8666,106.442,1.92237,0.790222,0,2272
621.543,687.744,35.9814,3.95556,34.6194,83.2936,32.4057,0.884396,0,2274
668.206,733.76,35.3353,4.95537,85.5897,88.6322,63.713,0.801809,0,2275
972.4,1015.95,33.15,1.16311,90,90,0.823875,1,0,2278
550.845,1082.55,34.2136,1.79354,20.6317,158.704,3.02087,0.951563,0,2279
542.1,1314.08,33.3667,1.16311,65.2146,85.8302,0.823875,1.00657,0,2281
601.575,39.325,34.775,1.01607,54.7356,45,0.54925,1,0,2291
1129.83,257.059,189.804,31.6064,43.1512,56.4405,16531.9,0.997695,0,2294
653.658,852.62,170.716,31.588,62.9087,100.688,16503,0.999856,0,2296
658.45,628.225,34.45,1.01607,90,90,0.54925,1,0,2298
293.992,911.817,35.4398,2.84707,65.5971,118.807,12.0835,0.927511,0,2305
82.561,437.075,36.7636,3.13953,79.5774,78.8435,16.2029,0.855533,0,2318
796.25,605.8,35.8429,1.94367,64.7204,69.3587,3.84475,0.986196,0,2322
600.969,818.666,91.8773,28.5621,72.9379,80.4448,12200.2,0.999515,0,2324
1271.09,887.841,36.6758,3.25908,48.6311,112.331,18.1252,0.829647,0,2328
1136.52,1050.4,37.4362,3.30773,39.7603,42.0637,18.9491,0.813985,0,2331
438.089,1064.03,37.4356,3.13953,54.4741,117.451,16.2029,0.980048,0,2332
1282.85,445.343,37.7929,2.22495,23.8739,136.02,5.76712,0.98084,0,2335
493.332,559.917,41.6979,3.37045,28.2919,92.4532,20.0476,0.967587,0,2337
658.45,632.45,35.75,1.37902,90,90,1.37312,1,0,2340
620.1,731.575,35.75,1.01607,90,90,0.54925,1,0,2342
636.708,921.071,52.827,20.2666,81.6838,103.586,4358.57,0.999578,0,2344
648.098,1104.27,43.0293,16.7138,82.5061,143.28,2444.71,0.992436,0,2346
147.261,281.811,37.1944,1.6775,72.965,66.5931,2.47162,0.921042,0,2350
923,101.075,37.05,1.01607,90,90,0.54925,1,0,2364
224.25,323.375,37.05,1.01607,90,90,0.54925,1,0,2365
1061.04,375.456,37.8625,1.61291,67.1057,153.835,2.197,0.957446,0,2366
673.457,788.422,57.2607,20.8964,80.9904,83.6496,4777.65,0.99937,0,2369
514.464,722.139,38.6414,3.93308,82.5936,62.8326,31.8565,0.96048,0,2372
1247.35,914.55,37.375,1.01607,0,90,0.54925,1,0,2373
922.777,1022.72,40.4114,3.32363,41.1536,160.087,19.2237,0.974155,0,2374
945.75,1032.2,37.05,1.16311,90,90,0.823875,1,0,2375
229.277,1125.92,52.833,14.5121,65.2096,144.313,1600.24,0.99312,0,2376
766.35,63.05,38.87,1.37902,50.6538,89.9872,1.37312,1,0,2379
963.3,156,38.025,1.01607,0,90,0.54925,1,0,2380
870.241,287.707,44.4653,7.20461,16.3633,79.597,195.808,0.786391,0,2382
681.047,319.132,39.2528,3.35499,72.3279,132.271,19.773,0.991196,0,2383
1281.58,447.85,37.9167,1.16311,65.1973,126.388,0.823875,0.967172,0,2387
34.7486,522.461,150.768,21.1558,6.17469,172.347,4957.8,0.999573,0,2389
1036.19,773.951,193.535,26.7935,4.25168,140.284,10071.3,0.999635,0,2391
259.715,1016.17,57.3113,13.064,45.6902,71.3354,1167.43,0.990242,0,2394
611.578,1252.59,73.4507,23.5888,64.546,93.7614,6872.49,0.997658,0,2396
530.4,1253.85,37.7,1.16311,90,90,0.823875,1,0,2398
568.144,86.8695,65.5424,19.7872,74.7281,80.5602,4056.49,0.990464,0,2399
698.1,90.8375,39.325,1.28017,17.6088,90,1.0985,1,0,2400
1062.3,229.188,41.0968,5.06677,41.7369,162.498,68.107,0.607923,0,2401
1179.32,247.094,41.1667,3.30773,53.0932,108.275,18.9491,0.880814,0,2402
1229.13,438.525,42.2652,4.82375,72.458,124.431,58.7697,0.875076,0,2404
1216.35,536.682,679.238,52.9249,8.49335,60.4147,77620.8,0.998603,0,2405
367.745,671.048,38.8762,2.22495,88.2781,93.4623,5.76712,0.944069,0,2409
429.849,822.81,40.5167,2.66286,19.0465,83.5757,9.8865,0.92105,0,2410
778.584,899.928,39.6371,3.75567,73.314,160.74,27.7371,0.95985,0,2412
1207.86,1013.07,45.4275,5.42851,6.17583,155.954,83.7606,0.888991,0,2413
573.57,1269,67.4033,23.3747,63.4366,89.1805,6687.12,0.991983,0,2415
438.496,1250.39,40.4744,2.78083,41.7143,107.278,11.2596,0.946427,0,2416
434.417,273.433,39.65,1.16311,38.3445,135.052,0.823875,0.971185,0,2419
1301.52,490.905,40.7643,2.22495,32.7863,160.724,5.76712,0.960607,0,2421
36.5726,601.406,163.621,25.4901,29.1587,104.066,8671.83,0.998718,0,2422
722.163,812.441,48.1541,11.0822,58.7201,102.536,712.652,0.969268,0,2426
653.25,80.6,39.65,1.16311,90,90,0.823875,1,0,2432
1101.54,333.45,41.652,2.35809,28.8626,84.5079,6.86562,0.959892,0,2434
662.35,666.25,39.65,1.16311,90,90,0.823875,1,0,2439
584.35,685.425,39.975,1.46543,75.3211,90,1.64775,1,0,2440
168.322,474.867,42.0804,2.29345,62.4806,153.337,6.31637,0.963247,0,2451
658.233,786.727,145.584,24.6969,61.8042,99.5619,7887.23,0.999916,0,2455
978.9,717.275,40.3,1.01607,90,90,0.54925,1,0,2458
64.168,762.112,41.847,2.97101,51.1526,178.912,13.7312,0.891475,0,2459
339.739,946.476,42.595,4.54497,87.6593,121.531,49.1579,0.851631,0,2462
883.43,953.53,43.475,4.08534,30.9474,178.331,35.7012,0.806592,0,2463
501.231,1121.66,41.8979,2.93085,77.0611,114.845,13.182,0.945709,0,2466
1105.92,215.915,42.1735,2.07362,71.7527,158.727,4.66862,0.950973,0,2471
415.759,589.185,45.0472,3.60062,13.8928,122.018,24.4416,0.964103,0,2475
449.64,1224.89,44.1641,9.23571,88.9897,140.213,412.487,0.880606,0,2482
497.209,1266.73,42.3719,2.03214,37.5366,79.0902,4.394,0.878348,0,2483
442.166,517.294,204.311,31.5808,40.3083,100.793,16491.8,0.999688,0,2490
772.85,851.175,41.6,1.01607,90,90,0.54925,1,0,2496
161.622,868.306,844.973,126.128,8.50342,60.7219,1.05059e+06,0.990161,0,2499
918.775,280.475,42.575,1.01607,54.7356,135,0.54925,1,0,2501
812.832,563.124,43.7739,3.61405,83.0425,78.9949,24.7162,0.872201,0,2504
774.673,640.9,43.7054,2.88957,89.4612,43.3694,12.6327,0.890173,0,2505
671.071,34.5419,71.0537,16.6781,51.3003,63.8454,2429.06,0.995405,0,2510
759.85,19.7167,43.3333,1.16311,44.9288,89.6153,0.823875,1.00021,0,2511
509.463,125.681,45.1408,3.416,51.315,166.817,20.8715,0.908437,0,2512
366.44,144.413,100.416,16.6491,7.93986,154.082,2416.43,0.998429,0,2513
404.3,468.325,43.225,1.01607,45,90,0.54925,1,0,2515
335.183,611.542,45.0306,2.66286,60.8375,45.746,9.8865,0.921166,0,2518
1053.32,765.189,208.26,26.2613,17.2443,100.45,9483.08,0.998722,0,2519
347.712,918.119,44.8118,2.99068,27.2306,116.444,14.0059,0.763736,0,2521
1239.73,971.328,199.658,24.9954,6.21412,93.9223,8176.68,0.99975,0,2523
813.977,1256.65,43.8848,2.58673,67.6846,92.7049,9.06262,0.968645,0,2526
354.59,86.3013,64.1172,12.7878,37.3538,82.2826,1094.93,0.984002,0,2527
865.05,185.5,44.6,1.89625,24.798,66.0574,3.57012,0.98578,0,2528
177.791,426.573,46.7685,4.0215,72.5336,129.503,34.0535,0.977765,0,2529
540.96,441.899,45.3396,3.43092,65.369,153.652,21.1461,0.965053,0,2530
655.85,462.583,43.7667,1.16311,40.7116,94.2748,0.823875,1.00866,0,2531
807.634,44.2665,125.021,19.0789,11.1706,43.0778,3636.31,0.999052,0,2534
832.915,258.64,45.4037,3.04821,73.067,165.751,14.8297,0.899964,0,2536
87.5139,483.733,47.3286,5.89711,63.3822,134.721,107.378,0.835237,0,2543
326.95,785.85,44.6875,1.28017,90,90,1.0985,1,0,2547
576.821,800.493,48.0793,11.7791,86.6114,75.1021,855.731,0.96439,0,2548
1071.13,984.63,46.7581,4.84619,77.3576,114.064,59.5936,0.728432,0,2549
376.904,1085.99,46.6654,5.12067,81.8001,155.928,70.304,0.583518,0,2552
457.758,1123.27,47.6661,7.45829,67.3353,97.9823,217.228,0.84276,0,2553
508.462,1286.19,45.3375,1.61291,35.7204,85.7017,2.197,0.964527,0,2554
597.35,449.15,44.85,1.16311,90,90,0.823875,1,0,2563
744.414,492.73,194.72,26.3374,10.2481,140.397,9565.74,0.99963,0,2565
282.1,685.36,45.89,1.37902,19.4759,90.429,1.37312,1.00337,0,2568
254.8,963.3,46.475,1.46543,0,90,1.64775,1,0,2573
677.584,96.0826,47.8472,4.22702,55.7984,130.374,39.546,0.902767,0,2577
1227.17,438.737,170.501,22.9558,5.22032,80.6835,6333.95,0.999606,0,2580
652.383,460.633,45.5,1.16311,89.9879,137.041,0.823875,1.00023,0,2581
454.22,595.325,154.133,25.6945,3.6802,146.14,8882.2,0.998546,0,2583
468.162,618.8,45.9875,1.28017,71.565,180,1.0985,1,0,2586
446.55,684.125,45.5,1.01607,90,90,0.54925,1,0,2588
718.05,1063.65,46.3,1.89625,72.1694,55.5802,3.57012,0.942295,0,2593
1153.75,1106.95,48.75,1.79354,0,90,3.02087,1,0,2594
621.905,344.742,48.7607,3.9888,58.838,113.752,33.2296,0.803589,0,2599
405.022,360.822,46.8,1.6775,33.9288,73.021,2.47162,0.870044,0,2600
590.922,682.611,133.969,32.9749,73.2302,90.0561,18773.6,0.999893,0,2601
283.972,460.932,96.1457,19.1987,14.7931,149.186,3705.24,0.996881,0,2603
700.771,710.236,64.0427,19.7308,76.9697,89.0147,4021.88,0.998624,0,2606
668.909,724.927,47.7455,1.79354,35.1208,136.702,3.02087,1.00719,0,2608
1146.69,344.384,49.1427,5.01169,65.9764,101.621,65.91,0.887286,0,2618
598.65,427.05,46.8,1.16311,90,90,0.823875,1,0,2620
1297.07,571.211,48.7036,1.94367,27.5661,52.7062,3.84475,0.852345,0,2622
1113.23,1140.73,50.1583,2.50585,15.0385,50.0879,8.23875,0.954199,0,2627
606.879,1312.12,54.8853,8.95028,61.671,89.3835,375.412,0.980698,0,2628
523.779,1309.41,50.8784,4.83125,2.55468,154.995,59.0444,0.942243,0,2629
532.908,1312.08,51.3317,3.33939,16.7912,178.55,19.4984,0.973179,0,2630
602.48,75.0594,65.0902,19.4552,78.1383,80.5467,3855.73,0.999021,0,2631
962.65,197.6,47.775,1.01607,0,90,0.54925,1,0,2633
1226.5,499.438,154.883,23.279,25.9393,57.662,6605.28,0.999483,0,2636
659.943,608.55,58.5553,17.7409,79.7772,99.6133,2923.66,0.994942,0,2637
154.05,785.85,47.775,1.01607,0,90,0.54925,1,0,2641
572.301,844.553,68.2918,15.0335,55.3053,85.1241,1779.02,0.993277,0,2642
413.212,922.872,132.08,20.6308,9.34146,64.9422,4597.77,0.999032,0,2644
1244.41,911.809,51.2511,2.88957,18.1832,133.94,12.6327,0.973129,0,2645
705.292,1003.61,56.3715,22.9697,88.1306,74.8861,6345.48,0.999328,0,2648
277.387,1022.25,179.821,24.9702,3.83641,170.843,8151.97,0.999543,0,2649
742.22,1052.7,49.3316,3.10365,65.6166,76.4795,15.6536,0.828347,0,2650
491.491,1131.92,48.217,2.97101,84.6755,104.605,13.7312,0.94549,0,2651
936.298,187.525,50.4698,2.93085,6.39061,107.166,13.182,0.845768,0,2653
247.65,419.25,48.425,1.01607,0,90,0.54925,1,0,2659
788.041,424.966,50.767,3.70542,89.8983,63.4673,26.6386,0.931864,0,2660
642.85,511.694,48.6056,1.6775,78.6492,90.2264,2.47162,1.00002,0,2662
767.464,794.3,49.4929,1.94367,77.6064,97.0007,3.84475,0.944561,0,2666
453.05,915.211,51.1572,4.98369,88.5696,103.483,64.8115,0.798954,0,2667
689.217,934.267,48.1,1.16311,89.9665,137.795,0.823875,1.18984,0,2668
1063.59,1055.06,50.05,2.6126,89.1285,157.763,9.33725,0.982269,0,2669
216.667,1061.67,49.1111,1.6775,49.1068,162.142,2.47162,0.982286,0,2670
161.415,622.334,146.116,21.8397,2.57929,146.792,5454.33,0.999293,0,2678
958.75,699.183,49.8333,1.46543,52.0087,88.2265,1.64775,1.00349,0,2679
356.991,976.441,50.8696,2.29345,56.8378,116.592,6.31637,0.948681,0,2682
484.669,56.1097,51.8323,2.53338,53.5587,134.421,8.51337,0.879879,0,2687
933.2,103.45,49.775,2.38912,78.6447,140.191,7.14025,0.792103,0,2688
601.5,616.75,49.6,1.89625,83.2565,55.573,3.57012,0.952769,0,2693
959.4,701.35,49.725,1.01607,0,90,0.54925,1,0,2694
597.178,904.795,64.6136,13.1647,61.2381,100.986,1194.62,0.986904,0,2699
61.0697,920.754,79.1602,13.5259,20.5176,101.485,1295.68,0.993537,0,2700
651.524,57.6298,64.9357,18.1215,77.3594,88.6821,3115.9,0.998048,0,2704
612.639,75.3084,52.6683,3.33939,64.2684,90.4694,19.4984,0.958507,0,2705
614.919,319.912,65.4283,18.944,77.1205,82.2878,3559.69,0.996889,0,2709
704.133,382.047,52.9863,6.34488,81.3065,175.044,133.742,0.566658,0,2710
568.75,423.475,50.05,1.01607,90,90,0.54925,1,0,2712
66.8852,703.73,183.409,27.1937,16.9247,93.8521,10529.4,0.999476,0,2717
666.064,724.843,50.05,1.54269,89.7429,58.6069,1.92237,1.00003,0,2719
1038.85,1122.54,53.4357,3.62739,51.1034,114.509,24.9909,0.936384,0,2723
1099.75,1157.44,52.9201,4.20736,64.8322,60.9944,38.9967,0.702951,0,2724
1278.55,409.5,54.275,1.84632,0,90,3.2955,1,0,2728
666.575,728.975,50.7,1.61291,90,90,2.197,1,0,2731
682.717,1219.83,50.7,1.16311,89.675,71.6643,0.823875,1.00049,0,2736
140.4,311.35,51.675,1.01607,0,90,0.54925,1,0,2739
1025.47,351.791,55.6002,5.53326,44.3272,69.8318,88.7039,0.918044,0,2740
1225.54,380.25,52.1444,1.6775,62.3729,120.867,2.47162,1.0003,0,2741
653.977,731.757,121.9,32.0023,74.644,92.2329,17161,0.999705,0,2744
525.362,673.562,52.1625,1.28017,31.0853,47.1904,1.0985,0.967357,0,2748
616.417,803.328,51.4944,1.6775,79.5351,87.9145,2.47162,0.880663,0,2750
