RH50_0deg_O_scan1_2.Analysis-Filter
"BaryCenterX","BaryCenterY","BaryCenterZ","EqDiameter","OrientationPhi","OrientationTheta","Volume3d","Anisotropy","AspectRatio","index"
560.153,614.9,547.248,3.40096,67.7199,80.9634,20.5969,0.878479,0,16784
488.697,699.058,546.787,2.15195,74.3961,61.9449,5.21787,0.969099,0,16788
709.237,1156.57,546.997,1.98889,69.236,141.048,4.11937,0.806033,0,16792
1099.98,438.151,575.794,9.56605,18.719,73.7788,458.349,0.997975,0,16796
260.65,688.133,546.867,1.16311,50.3709,86.9267,0.823875,1.00214,0,16800
399.1,715.65,546.65,1.37902,90,90,1.37312,1,0,16803
246.16,1083.19,598.508,16.0779,7.7613,159.451,2176.13,0.997996,0,16808
708.63,1144.19,547.105,1.73746,77.9366,159.066,2.74625,0.883749,0,16809
817.419,78.0291,549.085,3.27546,81.2065,145.959,18.3999,0.805463,0,16812
384.287,94.5579,548.326,2.15195,67.5146,98.2397,5.21787,0.954158,0,16813
1083.98,437.342,548.275,1.84632,58.135,101.474,3.2955,0.959226,0,16816
694.72,612.69,547.3,1.37902,88.6857,95.7729,1.37312,1.01738,0,16821
614.9,655.2,547.3,1.16311,90,90,0.823875,1,0,16823
530.458,749.697,625.329,21.9988,34.806,58.0028,5574.34,0.999188,0,16824
399.912,717.718,549.752,2.84707,11.4626,56.975,12.0835,0.939871,0,16825
1029.79,1075.58,551.7,4.77824,10.8852,90.8806,57.122,0.898756,0,16832
844.071,1204.45,548.229,1.54269,40.3926,77.7612,1.92237,0.948542,0,16834
902.556,1249.82,636.992,23.1535,20.2588,42.3825,6499,0.998956,0,16835
223.348,217.331,549.711,2.53338,84.9373,138.853,8.51337,0.966901,0,16838
558.398,1093.25,549.707,2.41937,46.0478,47.4332,7.41487,0.957033,0,16849
1080.95,145.6,549.575,1.28017,0,90,1.0985,1,0,16852
1178.45,242.45,549.25,1.16311,0,90,0.823875,1,0,16855
1171.48,288.509,551.585,5.44035,67.0526,72.6148,84.3099,0.825173,0,16857
585.65,507.65,548.925,1.01607,0,90,0.54925,1,0,16860
260.812,689.487,548.925,1.28017,62.5835,107.215,1.0985,0.956569,0,16864
807.407,789.93,555.164,5.31336,23.3237,72.7908,78.5427,0.863352,0,16866
1109.55,1136.2,549.12,1.37902,78.4961,112.521,1.37312,0.972195,0,16870
445.9,1204.08,549.807,1.54269,33.7873,89.6141,1.92237,1.00121,0,16871
681.305,1295.74,562.997,15.0636,67.6983,101.165,1789.73,0.994862,0,16873
950.568,127.999,716.757,28.0422,26.2736,71.0474,11546.1,0.999755,0,16875
683.8,881.725,549.25,1.01607,90,90,0.54925,1,0,16886
711.425,963.95,549.575,1.01607,45,180,0.54925,1,0,16887
207.067,1107.43,552.197,7.25146,59.094,168.551,199.652,0.304684,0,16890
729.256,1269.65,558.299,11.8754,45.1922,175.059,876.878,0.844973,0,16894
430.95,114.725,549.9,1.01607,90,90,0.54925,1,0,16899
223.572,179.957,606.784,15.0767,15.8159,83.5406,1794.4,0.998433,0,16901
555.224,326.826,551.835,2.80326,67.2511,99.9221,11.5342,0.937175,0,16905
830.7,725.4,550.55,1.16311,0,90,0.823875,1,0,16910
434.346,1065.23,562.882,11.5987,48.9356,136.091,817.009,0.975946,0,16915
604.161,97.7239,575.392,13.5697,44.1222,109.829,1308.31,0.994672,0,16921
198.202,376.517,708.447,27.9218,17.8995,90.3596,11398,0.999696,0,16924
409.818,496.873,554.686,5.04626,10.4235,49.6141,67.2831,0.83918,0,16925
695.5,613.275,550.55,1.01607,90,90,0.54925,1,0,16928
355.375,618.026,553.336,3.20893,56.9454,127.764,17.3014,0.894411,0,16929
17.55,775.125,550.55,1.28017,90,90,1.0985,1,0,16931
147.42,809.315,550.94,1.73746,89.6372,94.6165,2.74625,0.953174,0,16932
709.521,822.838,552.562,2.80326,82.9847,105.094,11.5342,0.921962,0,16933
370.939,833.923,566.288,13.7144,8.22165,68.8692,1350.61,0.945129,0,16934
336.7,856.05,550.55,1.16311,90,45,0.823875,1,0,16935
772.212,895.519,603.841,17.1231,14.9386,71.517,2628.71,0.997953,0,16937
255.334,1058.16,553.684,4.01066,72.6091,63.5492,33.7789,0.965193,0,16939
723.45,1153.91,550.712,1.28017,73.155,90,1.0985,1,0,16942
456.95,1213.55,550.875,1.01607,0,90,0.54925,1,0,16943
266.5,313.3,551.525,1.01607,0,90,0.54925,1,0,16947
486.483,362.559,551.857,3.64063,86.2107,102.791,25.2655,0.949628,0,16950
585.65,486.525,551.2,1.01607,90,90,0.54925,1,0,16951
607.511,508.738,553.084,2.95107,29.9554,51.6609,13.4566,0.839809,0,16952
1004.61,660.366,553.834,2.71128,40.3623,96.1712,10.4357,0.974972,0,16954
804.7,942.5,551.98,1.73746,81.1973,135.063,2.74625,1.00034,0,16959
425.23,1011.17,552.012,2.18906,61.2521,118.448,5.4925,0.953558,0,16961
296.725,125.233,552.5,1.84632,70.8828,111.891,3.2955,0.944634,0,16964
76.7,425.425,552.175,1.28017,90,90,1.0985,1,0,16971
1110.13,639.321,556.217,11.0822,74.2275,81.3809,712.652,0.942123,0,16974
78.8141,840.115,554.418,3.7803,52.656,60.4878,28.2864,0.81182,0,16976
444.6,862.875,551.85,1.01607,90,90,0.54925,1,0,16977
723.044,1156.76,552.256,1.61291,22.4372,144.854,2.197,0.853844,0,16982
486.544,1269.76,554.961,3.32363,14.3171,146.52,19.2237,0.911809,0,16983
603.377,52.3586,574.772,20.4036,70.3141,74.5179,4447.55,0.996425,0,16984
944.382,62.594,556.051,3.27546,31.3318,122.732,18.3999,0.962716,0,16985
563.37,128.39,554.161,4.33203,51.8487,47.676,42.5669,0.795353,0,16987
1017.46,226.083,602.068,18.4391,33.5278,43.8129,3282.59,0.998257,0,16989
990.421,215.417,825.683,35.3607,0.742029,80.3009,23150.6,0.999845,0,16990
285.783,305.5,553.692,1.46543,11.9734,178.053,1.64775,1.00026,0,16991
283.562,306.312,553.8,1.61291,39.1185,157.069,2.197,0.974172,0,16992
1092.34,579.544,556.739,5.08712,85.884,105.128,68.9309,0.764363,0,16995
534.081,695.772,614.633,20.3223,47.0215,86.1722,4394.55,0.9993,0,16997
152.75,836.983,552.717,1.16311,56.502,88.503,0.823875,1.0005,0,17000
552.825,1142.05,552.825,1.01607,45,180,0.54925,1,0,17003
339.05,91.5411,638.156,18.2121,13.302,120.251,3162.86,0.998762,0,17004
1262.71,643.226,554.724,2.15195,65.7412,169.293,5.21787,0.962372,0,17008
1315.18,694.479,556.555,2.80326,21.4756,155.329,11.5342,0.971896,0,17009
674.172,743.478,555.242,2.56034,31.424,97.1625,8.788,0.932729,0,17010
1314.12,775.017,555.176,3.15717,37.2932,99.6491,16.4775,0.928174,0,17011
971.68,1243.01,555.018,3.87574,58.014,111.616,30.4834,0.82282,0,17019
125.388,380.996,556.558,3.92175,88.4663,103.857,31.5819,0.846443,0,17025
413.4,522.6,554.125,1.01607,0,90,0.54925,1,0,17027
1043.2,734.372,612.447,19.4741,9.82399,55.583,3866.99,0.997865,0,17031
651.603,1108.25,554.623,1.98889,82.8665,70.6829,4.11937,0.911782,0,17036
1000.19,1231.76,555.007,3.08539,72.6351,131.241,15.379,0.791676,0,17038
1251.1,751.603,563.058,9.76075,20.8573,128.582,486.91,0.92737,0,17045
592.991,872.376,554.679,2.07362,89.4731,133.424,4.66862,0.972684,0,17046
572.65,1249.21,555.286,1.54269,46.6198,91.9272,1.92237,1.00345,0,17048
1080.58,782.796,688.782,24.7418,7.29814,78.6575,7930.35,0.999606,0,17054
633.816,999.632,627.19,22.44,57.1591,112.504,5916.52,0.999627,0,17056
1060.37,1118.53,557.39,2.22495,53.1455,149.955,5.76712,1.00888,0,17059
993.85,1186.25,555.425,1.01607,0,90,0.54925,1,0,17060
245.366,346.617,557.217,2.63797,74.7691,85.9475,9.61187,0.879585,0,17062
777.978,611.534,557.411,2.86848,80.6727,152.877,12.3581,0.964238,0,17067
1197.3,645.125,555.75,1.01607,90,90,0.54925,1,0,17068
851.667,707.267,558.6,2.73486,15.3763,91.4633,10.7104,0.959911,0,17070
388.855,1106.57,560.195,3.80461,67.7231,162.048,28.8356,0.853371,0,17075
924.3,108.225,556.725,1.28017,90,90,1.0985,1,0,17082
1060.28,202.761,557.57,2.97101,88.902,77.2269,13.7312,0.944247,0,17083
956.567,542.415,559.731,6.98941,70.6869,95.8802,178.781,0.699943,0,17087
606.45,582.075,556.4,1.28017,90,90,1.0985,1,0,17088
485.225,595.075,556.725,1.01607,54.7356,135,0.54925,1,0,17089
1225.16,677.207,557.746,1.94367,14.1686,75.7483,3.84475,0.877087,0,17093
574.044,1311.43,564.422,9.78638,59.9261,82.1039,490.755,0.952769,0,17100
479.7,345.93,557.83,1.98889,59.7047,90.7327,4.11937,0.956087,0,17103
612.95,580.125,557.05,1.01607,90,90,0.54925,1,0,17105
869.998,714.648,558.215,2.32622,81.973,94.0911,6.591,0.988248,0,17108
189.634,743.47,559.026,4.03228,40.013,54.4796,34.3281,0.780622,0,17109
344.028,1007.3,560.389,2.99068,8.04951,87.9809,14.0059,0.96648,0,17111
183.999,1059.16,560.194,3.47491,79.4819,177.068,21.97,0.933972,0,17114
785.119,13.4875,558.919,1.61291,25.8886,92.3629,2.197,0.932441,0,17118
569.635,412.482,586.527,17.2462,71.3304,110.235,2685.83,0.999505,0,17122
513.906,340.194,558.188,1.61291,90,45,2.197,0.789828,0,17123
677.832,385.805,558.586,1.79354,68.6007,133.385,3.02087,0.886222,0,17125
612.3,552.825,557.7,1.01607,90,90,0.54925,1,0,17129
965.159,925.996,650.061,27.842,14.5684,80.6999,11300.5,0.996038,0,17136
705.25,967.85,558.025,1.01607,0,90,0.54925,1,0,17137
620.317,982.583,558.35,1.16311,41.0854,50.8274,0.823875,0.958064,0,17138
791.527,1148.38,558.61,1.98889,67.8123,153.963,4.11937,0.710341,0,17139
876.33,151.06,559.65,1.98889,45.059,105.641,4.11937,0.942401,0,17141
596.737,326.597,560.263,2.63797,61.8282,88.5672,9.61187,0.986016,0,17145
150.957,327.843,561.307,3.62739,64.4388,115.264,24.9909,0.779357,0,17146
927.118,390.969,561.416,4.49362,34.0303,67.9873,47.5101,0.92316,0,17149
612.95,555.1,558.35,1.16311,90,90,0.823875,1,0,17150
141.05,572.52,559.26,1.73746,76.4405,89.9751,2.74625,1.00004,0,17151
1142.11,844.242,562.1,3.44571,47.3773,81.6219,21.4207,0.918217,0,17155
719.417,943.128,685.951,32.3894,43.441,102.575,17791.3,0.996558,0,17156
1249.52,918.331,574.709,13.3888,43.8108,63.3343,1256.68,0.980236,0,17158
634.4,982.475,558.675,1.01607,45,90,0.54925,1,0,17159
1037.4,1126.77,558.35,1.01607,90,90,0.54925,1,0,17161
1070.44,1151.37,558.783,1.46543,85.983,153.155,1.64775,1.13899,0,17162
152.097,446.415,561.275,4.80868,56.7135,99.6541,58.2205,0.936049,0,17166
1263.26,706.757,559.65,2.84707,85.7017,92.0175,12.0835,0.924088,0,17169
988.515,763.154,560.029,2.32622,82.9301,94.8678,6.591,0.915788,0,17170
1249.8,793.9,560,1.89625,50.4727,64.2254,3.57012,0.981981,0,17172
581.084,797.279,562.97,3.53189,12.2791,144.788,23.0685,0.938576,0,17174
1039.17,833.91,561.509,3.91035,88.7066,63.6611,31.3072,0.739282,0,17175
954.574,896.258,645.145,22.8263,21.5696,95.9346,6227.4,0.999097,0,17176
873.925,964.275,559.325,1.01607,54.7356,135,0.54925,1,0,17179
663.704,1224.72,652.692,23.2146,50.7746,110.112,6550.63,0.999715,0,17182
487.155,1185.17,560.239,2.56034,38.1671,98.3563,8.788,0.780873,0,17183
772.482,189.187,561.808,3.02928,76.2664,79.0609,14.5551,0.975949,0,17185
1062.48,469.17,563.304,2.86848,25.17,139.245,12.3581,0.942218,0,17188
590.85,479.05,559.65,1.16311,90,90,0.823875,1,0,17189
867.75,714.675,559.65,1.01607,90,90,0.54925,1,0,17192
508.579,921.7,560.671,1.54269,14.3785,172.21,1.92237,1.00192,0,17197
520.262,979.372,562.302,4.0215,44.8819,64.4878,34.0535,0.9399,0,17199
432.456,1053.11,561.757,3.97778,86.0822,134.426,32.955,0.914622,0,17203
265.852,1185.22,564.234,5.44625,35.4786,43.4508,84.5845,0.886375,0,17205
883.61,157.95,560.95,1.37902,45.1071,96.1497,1.37312,1.00026,0,17209
881.221,670.103,563.55,3.30773,39.0646,84.2103,18.9491,0.87695,0,17214
322.4,1230.45,562.25,1.54269,0,90,1.92237,1,0,17219
910.147,46.8291,576.861,7.35633,7.44734,65.4885,208.44,0.983988,0,17220
568.026,183.182,562.634,2.84707,77.6222,95.9749,12.0835,0.932773,0,17221
726.888,584.914,561.788,2.71128,87.6699,47.7477,10.4357,0.797306,0,17225
431.383,662.133,561.167,1.16311,55.1086,46.6497,0.823875,0.980477,0,17227
965.575,858.65,561.275,1.01607,45,180,0.54925,1,0,17229
492.973,27.8658,647.117,19.8947,8.43657,112.895,4122.94,0.998075,0,17237
681.2,49.075,561.6,1.01607,90,90,0.54925,1,0,17239
1134.79,659.425,562.358,1.46543,63.0682,168.564,1.64775,1.05059,0,17243
132.039,843.445,563.295,2.99068,38.4015,157.893,14.0059,0.760017,0,17246
829.768,894.952,564.037,3.15717,32.4074,121.345,16.4775,0.932498,0,17248
859.3,921.05,562.033,1.16311,64.0758,90.9202,0.823875,1.01425,0,17251
1141.07,936.929,563.371,3.71811,89.6086,77.1575,26.9132,0.87854,0,17252
877.626,963.396,566.4,5.29472,64.3088,137.335,77.7189,0.87395,0,17253
657.164,1266.74,614.642,22.1077,52.8341,85.165,5657.55,0.997348,0,17254
468.347,1221.44,563.03,1.98889,50.4924,143.7,4.11937,0.88732,0,17255
845,42.25,562.575,1.01607,0,90,0.54925,1,0,17256
958.644,167.915,743.399,29.1837,16.6588,94.9166,13014.2,0.999766,0,17257
1098.82,235.408,562.792,1.46543,43.906,84.789,1.64775,0.959027,0,17258
1210.55,297.537,661.113,18.0622,5.13545,137.573,3085.41,0.999234,0,17260
820.3,437.071,563.171,1.84632,58.9491,113.698,3.2955,0.950935,0,17262
1056.45,571.894,704.856,27.5452,12.0859,135.476,10943,0.999545,0,17265
722.949,878.678,669.62,24.6308,40.4129,113.591,7824.07,0.999611,0,17269
1282.24,838.562,565.414,5.42257,52.6701,112.443,83.486,0.534049,0,17270
801.198,1218.02,565.731,3.19186,35.1293,55.9905,17.0267,0.905839,0,17273
560.95,55.9,563.225,1.01607,0,90,0.54925,1,0,17274
524.494,85.2813,588.763,16.9344,40.2714,61.9593,2542.75,0.990208,0,17275
283.083,515.433,564.317,2.73486,72.6876,79.0974,10.7104,0.924762,0,17283
430.511,659.609,565.131,2.68729,3.44013,77.896,10.1611,0.936461,0,17287
504.245,770.025,690.084,24.8858,20.599,50.39,8069.58,0.999578,0,17289
662.133,751.833,562.9,1.16311,84.1833,118.047,0.823875,1.01039,0,17292
946.075,1183.97,563.225,1.01607,54.7356,135,0.54925,1,0,17295
662.832,148.609,566.695,4.0215,63.9817,115.731,34.0535,0.900155,0,17297
653.57,527.157,589.884,32.7022,84.1527,89.3477,18311.7,0.999737,0,17299
913.259,419.599,565.924,3.30773,32.7488,95.1677,18.9491,0.837453,0,17300
362.515,677.625,745.418,31.1855,9.2568,104.743,15880.2,0.99941,0,17304
161.362,790.952,564.688,2.18906,35.8524,124.432,5.4925,0.92623,0,17306
905.011,917.553,612.808,16.1747,10.3335,94.4914,2215.67,0.997785,0,17308
1195.83,982.707,662.508,23.1077,14.3378,72.3464,6460.55,0.999266,0,17309
928.2,1104.35,563.875,1.01607,0,90,0.54925,1,0,17310
579.8,366.275,564.2,1.28017,90,90,1.0985,1,0,17314
1018.56,405.898,565.942,3.35499,78.2618,106.271,19.773,0.919618,0,17315
1314.94,656.591,572.015,8.22531,37.4568,145.984,291.377,0.923664,0,17318
640.575,769.6,564.2,1.46543,90,72.3912,1.64775,1,0,17319
1015.71,810.052,565.847,2.50585,60.4494,65.7077,8.23875,0.829895,0,17320
275.473,856.343,566.214,2.99068,62.3037,104.905,14.0059,0.942414,0,17322
224.212,1107.69,565.192,4.63623,81.9525,169.146,52.1787,0.736766,0,17327
521.776,359.148,567.16,4.35058,11.6386,70.8805,43.1161,0.630782,0,17331
600.6,609.375,564.85,1.01607,90,90,0.54925,1,0,17336
796.553,795.318,633.76,18.8995,35.8881,87.7604,3534.7,0.999262,0,17339
483.178,950.975,569.337,4.32269,54.1001,119.578,42.2922,0.892518,0,17341
802.1,1024.07,564.85,1.01607,90,90,0.54925,1,0,17342
926.9,1103.86,565.662,1.28017,36.6482,49.5983,1.0985,0.931634,0,17344
1146.38,236.452,569.678,3.86407,53.037,173.141,30.2087,0.980526,0,17352
83.2,381.875,565.5,1.01607,90,90,0.54925,1,0,17353
851.02,723.054,567.323,2.88957,79.031,155.704,12.6327,0.954687,0,17359
222.647,884.78,566.367,1.98889,76.0625,152.896,4.11937,0.90848,0,17362
364.901,1217.18,610.401,15.7005,25.1631,58.3786,2026.46,0.997965,0,17367
437.263,88.0495,569.822,4.64435,53.4174,66.6268,52.4534,0.783631,0,17368
229.45,264.875,566.15,1.01607,90,90,0.54925,1,0,17370
1092.05,442.75,594.093,13.4277,36.1302,97.803,1267.67,0.995961,0,17373
1033.82,627.9,566.475,1.01607,45,180,0.54925,1,0,17375
1192.46,810.554,569.429,4.3598,48.3323,102.885,43.3907,0.913617,0,17377
795.344,832.769,568.338,3.33939,58.6469,135.082,19.4984,0.939873,0,17378
826.629,1106.67,748.915,28.713,28.4559,77.597,12394.6,0.999774,0,17380
883.463,1053.08,607.764,16.7923,23.7843,168.102,2479.31,0.996877,0,17381
712.725,1154.72,566.475,1.28017,45,90,1.0985,1,0,17382
636.35,1235.43,566.8,1.6775,75.7096,51.8271,2.47162,0.97733,0,17384
729.95,1236.95,566.475,1.01607,0,90,0.54925,1,0,17385
638.015,204.407,568.857,4.2465,51.8096,122.394,40.0952,0.965954,0,17388
230.967,266.283,566.8,1.16311,89.9485,46.3515,0.823875,1.00437,0,17389
978.9,657.475,566.8,1.01607,90,90,0.54925,1,0,17394
432.38,663.39,567.19,1.37902,53.2579,61.4814,1.37312,0.807758,0,17396
804.862,1139.56,567.829,1.84632,58.2509,96.5298,3.2955,0.947412,0,17404
922.995,1170.24,620.397,18.6962,2.70807,112.641,3421.83,0.99636,0,17405
1240.2,413.864,568.193,1.54269,30.1675,97.8731,1.92237,1.00515,0,17415
225.775,874.347,677.42,21.5823,8.21111,92.4605,5263.74,0.999517,0,17420
541.45,1071.2,568.1,1.16311,0,90,0.823875,1,0,17424
837.78,1098.67,569.45,3.24254,52.0949,72.5707,17.8506,0.934902,0,17425
436.475,1285.05,569.075,1.84632,0,90,3.2955,1,0,17428
845,1300,567.775,1.01607,0,90,0.54925,1,0,17429
708.543,1317.91,575.688,9.94975,45.1373,55.6673,515.746,0.948712,0,17430
733.557,1321.71,569.367,2.18906,57.4902,168.536,5.4925,0.991511,0,17431
271.602,216.101,570.371,3.65377,65.9168,73.7178,25.5401,0.95045,0,17433
749.125,242.125,568.425,1.01607,54.7356,135,0.54925,1,0,17434
760.987,358.15,568.75,1.61291,48.8444,141.945,2.197,0.90163,0,17438
1080.29,924.431,585.019,13.8524,36.6175,117.657,1391.8,0.968925,0,17442
414.7,134.42,569.27,1.37902,66.684,52.1753,1.37312,0.9049,0,17444
1115.4,194.133,569.833,1.6775,46.1214,90.6438,2.47162,1.00308,0,17446
756.693,343.804,568.75,1.94367,89.7424,52.4471,3.84475,1.00071,0,17448
1018.14,249.641,569.725,2.03214,82.7016,54.0011,4.394,0.986437,0,17455
1221.35,300.95,570.05,1.16311,0,90,0.823875,1,0,17456
207.35,319.583,570.05,1.6775,88.6346,151.749,2.47162,0.938588,0,17457
208.961,465.656,571.958,3.66682,12.7462,81.6217,25.8147,0.813427,0,17460
422.895,1219.69,572.243,4.43217,29.4849,96.8234,45.5877,0.787831,0,17469
729.254,1241.04,570.7,1.94367,33.9753,113.595,3.84475,0.873292,0,17470
496.73,173.377,571.177,1.98889,74.8822,105.54,4.11937,0.991177,0,17472
1022.5,179.888,573.563,5.38062,70.0417,135.855,81.5636,0.817844,0,17473
934.931,298.228,707.957,26.1807,27.1656,49.8979,9396.02,0.999476,0,17474
1001,692.25,570.375,1.01607,0,90,0.54925,1,0,17477
645.45,807.625,570.05,1.28017,90,90,1.0985,1,0,17478
884.026,959.712,571.142,2.35809,37.5496,111.462,6.86562,0.970905,0,17480
764.778,1014.45,573.857,4.31331,69.4593,80.0985,42.0176,0.868861,0,17496
397.445,57.0227,572.798,3.25908,76.7638,161.701,18.1252,0.883751,0,17498
687.05,63.7,571.35,1.16311,90,90,0.823875,1,0,17500
831.829,214.713,574.227,3.17461,15.6549,113.584,16.7521,0.891836,0,17502
448.211,658.017,572.578,1.6775,35.3031,112.735,2.47162,0.930893,0,17506
791.895,899.21,574.145,2.18906,17.3335,91.6553,5.4925,1.00071,0,17511
379.221,224.954,572.975,1.84632,88.4834,169.463,3.2955,0.932357,0,17516
373.215,287.449,713.527,25.8,12.1903,65.8232,8992.04,0.9996,0,17517
721.266,1136.71,575.302,5.39868,79.1375,137.492,82.3875,0.847455,0,17529
718.25,1200.29,572.78,1.37902,55.5803,89.329,1.37312,1.00669,0,17530
1055.19,599.494,673.099,19.5137,29.4339,89.3409,3890.61,0.999728,0,17537
91.325,594.642,573.517,1.46543,46.7251,62.042,1.64775,0.955548,0,17538
789.555,829.01,574.015,1.73746,57.8719,105.691,2.74625,0.975237,0,17541
578.789,1213.58,574.496,4.15739,70.7293,167.549,37.6236,0.85489,0,17544
538.409,50.6782,596.477,15.6884,63.3725,64.9486,2021.79,0.997707,0,17546
280.209,344.933,575.368,2.58673,6.60724,110.842,9.06262,0.987243,0,17549
728,1244.94,574.86,1.73746,52.1866,83.5959,2.74625,0.982076,0,17559
736,1302.65,584.995,11.7829,62.2672,76.6072,856.555,0.98916,0,17560
310.138,238.243,777.275,42.508,0.634891,122.35,40217.2,0.992585,0,17565
121.03,384.8,574.405,1.73746,69.3063,176.1,2.74625,0.967924,0,17566
988.576,810.97,713.699,23.7857,5.38723,75.8429,7046.05,0.999679,0,17568
354.25,1104.35,574.275,1.01607,0,90,0.54925,1,0,17576
923.955,1123.22,576.509,3.22582,67.5476,97.8118,17.576,0.917884,0,17577
685.1,76.05,575.25,1.16311,0,90,0.823875,1,0,17580
666.391,514.554,577.365,4.38722,82.2391,89.8393,44.2146,0.870001,0,17583
1099.99,790.432,589.167,15.6085,70.7532,76.502,1991.03,0.995173,0,17587
498.55,825.964,575.343,1.54269,39.2942,88.9232,1.92237,1.00548,0,17590
799.662,830.375,574.762,1.28017,62.2466,130.828,1.0985,0.815621,0,17591
179.075,835.575,575.25,1.46543,0,90,1.64775,1,0,17592
41.8613,881.331,578.323,7.08822,67.4672,87.8084,186.47,0.896438,0,17593
562.9,936.325,574.6,1.01607,90,90,0.54925,1,0,17595
649.661,976.343,577.402,3.61405,40.7323,145.38,24.7162,0.915781,0,17596
855.292,983.233,575.286,2.11351,67.6601,58.8383,4.94325,0.95226,0,17597
210.264,1044.12,577.839,3.12169,20.6053,147.521,15.9282,0.983475,0,17600
422.337,1116.05,574.762,1.28017,71.565,180,1.0985,1,0,17601
685.62,31.59,575.25,1.37902,89.7344,94.647,1.37312,1.0253,0,17605
787.769,270.259,612.584,16.6264,31.095,86.1302,2406.54,0.995195,0,17608
1033.87,418.913,822.535,30.2792,25.9014,73.5986,14535.6,0.999914,0,17610
563.714,458.639,579.398,19.9857,89.0278,90.4125,4179.79,0.99837,0,17611
118.56,385.06,575.38,1.37902,73.3905,139.061,1.37312,0.976795,0,17612
1295.56,491.024,589.019,13.3428,59.6431,108.021,1243.78,0.985479,0,17613
561.167,786.283,575.25,1.16311,85.5013,53.5612,0.823875,1.00684,0,17617
563.55,890.825,575.575,1.84632,90,90,3.2955,1,0,17620
512.958,992.536,583.299,7.82641,18.8414,156.26,251.007,0.944515,0,17623
1174.81,1021.85,577.46,3.32363,19.2409,73.7884,19.2237,0.976212,0,17624
510.161,1171.42,576.52,2.25972,74.1714,50.1948,6.04175,0.942521,0,17628
547.167,1238.08,578.433,3.94435,32.2216,82.3302,32.1311,0.820274,0,17629
685.175,1289.72,603.737,16.2618,50.9488,83.1793,2251.65,0.994766,0,17630
808.387,103.994,578.812,3.79249,32.7874,126.211,28.561,0.801034,0,17632
576.473,418.708,590.407,24.0884,85.3029,101.338,7318.48,0.999779,0,17634
528.352,388.212,577.525,2.18906,51.0979,76.5437,5.4925,0.946185,0,17635
1244.32,392.126,577.159,2.93085,58.6879,115.938,13.182,0.95271,0,17636
368.489,503.755,622.337,22.9972,59.1218,94.5359,6368.28,0.998519,0,17638
402.943,581.613,579.241,3.10365,64.8155,168.699,15.6536,0.970891,0,17639
963.195,631.536,578.219,2.68729,87.6934,55.658,10.1611,0.990063,0,17641
883.91,650.776,578.536,2.66286,24.6392,62.2588,9.8865,0.922789,0,17642
211.9,690.517,576.333,1.16311,26.3482,96.5134,0.823875,1.00599,0,17645
779.358,859.942,578.396,3.48933,13.9086,84.403,22.2446,0.899622,0,17647
567.612,870.187,575.9,1.28017,90,106.845,1.0985,1,0,17648
213.85,1023.68,576.478,2.11351,81.1033,123.541,4.94325,0.958228,0,17650
959.282,1105.75,577.151,3.25908,56.6159,48.5508,18.1252,0.881405,0,17652
933.883,1166.88,578.267,2.73486,32.2186,101.92,10.7104,0.916621,0,17653
847.06,1288.75,632.679,19.8175,10.0542,87.543,4075.16,0.997273,0,17655
529.285,35.5003,608.573,16.8078,44.0442,46.5107,2486.18,0.994893,0,17656
1055.78,205.434,578.686,3.43092,61.2429,170.183,21.1461,0.860152,0,17659
527.431,558.341,579.326,3.38577,28.3109,106.561,20.3222,0.871699,0,17662
781.3,608.785,578.789,2.41937,36.6681,90.9107,7.41487,0.952345,0,17664
887.372,636.147,577.241,2.03214,71.4618,54.1611,4.394,0.97152,0,17665
563.712,814.287,576.55,1.28017,90,106.845,1.0985,1,0,17668
215.8,965.621,577.014,1.54269,63.6082,144.469,1.92237,1.00243,0,17669
960.05,1120.92,576.875,1.01607,45,90,0.54925,1,0,17671
706.277,1307.39,584.443,11.7753,67.3654,91.6268,854.908,0.985164,0,17672
689.4,74.85,577.6,1.89625,64.7857,147.358,3.57012,0.832477,0,17674
554.758,117.547,578.603,2.15195,46.2234,172.107,5.21787,0.954765,0,17676
1174.4,722.485,579.234,2.53338,54.2424,110.736,8.51337,0.9337,0,17684
408.429,936.573,579.073,2.07362,24.3562,127.043,4.66862,0.911876,0,17691
210.321,991.157,578.407,1.54269,33.4248,119.295,1.92237,0.975781,0,17692
679.9,20.475,577.85,1.01607,90,90,0.54925,1,0,17694
683.15,46.8,577.85,1.16311,90,90,0.823875,1,0,17695
767.433,92.625,577.85,1.46543,89.9773,89.4251,1.64775,1.00424,0,17696
940.55,145.043,578.407,1.54269,56.9108,89.1664,1.92237,1.00208,0,17698
135.343,495.023,580.767,3.50363,37.0408,164.001,22.5192,0.835369,0,17701
420.833,851.585,580.497,3.30773,18.5651,136.739,18.9491,0.793591,0,17709
461.012,184.438,579.15,1.28017,54.7356,45,1.0985,1,0,17712
712.709,249.923,583.784,8.59598,46.4348,59.6793,332.571,0.750336,0,17713
442.65,280.15,579.15,1.16311,0,90,0.823875,1,0,17714
1217.28,466.778,582.46,4.58691,54.6834,63.2977,50.531,0.881237,0,17719
564.735,573.338,578.921,2.07362,53.5084,93.9884,4.66862,0.44289,0,17721
566.231,631.12,579.16,3.22582,81.124,87.6448,17.576,0.97185,0,17727
1102.18,656.126,581.171,4.6605,88.7362,84.7473,53.0026,0.863114,0,17728
